ID,NAME,START_DATE,END_DATE,STATUS_ID,PROJECT_ID,USER_ID
529,"focus group",2020-06-28,2021-03-09,1,24,690
530,motivating,2020-10-19,2022-01-21,1,86,143
532,Function-based,2020-05-06,2021-09-22,2,100,146
533,"pricing structure",2020-04-08,2022-01-26,2,31,376
534,tangible,2020-11-12,2021-10-19,2,83,940
535,Proactive,2020-06-07,2021-09-06,1,37,854
536,Innovative,2020-09-01,2021-04-23,2,13,180
537,conglomeration,2020-06-21,2021-12-21,1,49,430
538,Automated,2020-04-24,2021-10-03,1,72,953
539,website,2020-05-12,2021-11-13,1,57,32
540,conglomeration,2020-09-12,2021-02-21,2,8,418
541,leverage,2020-05-20,2021-12-03,1,59,703
542,challenge,2020-06-22,2021-06-08,1,57,433
543,"system engine",2020-07-01,2021-09-03,1,73,57
544,Re-engineered,2020-08-17,2021-09-10,1,36,200
545,Operative,2020-03-26,2021-07-14,1,22,94
546,strategy,2020-11-01,2021-07-06,1,11,890
548,optimizing,2021-01-12,2021-08-04,2,94,576
549,ability,2020-02-21,2021-09-02,2,29,698
550,Fully-configurable,2020-08-01,2021-12-01,1,78,875
551,cohesive,2020-09-26,2021-07-22,2,84,134
553,national,2020-09-16,2021-05-22,2,85,90
554,Ergonomic,2020-11-02,2021-03-19,1,87,718
555,logistical,2021-01-23,2021-06-06,1,7,106
556,Enterprise-wide,2020-07-30,2021-12-26,1,33,167
557,Grass-roots,2020-11-22,2021-05-31,1,64,817
558,"internet solution",2020-12-16,2021-10-11,2,21,388
559,Cross-group,2020-03-22,2021-03-19,2,83,364
560,Polarised,2020-07-28,2021-12-07,1,34,532
561,Extended,2020-04-08,2022-02-03,1,90,967
562,project,2020-05-23,2021-12-05,2,93,262
563,analyzing,2020-12-07,2022-01-22,1,11,182
564,Persistent,2020-08-10,2021-09-22,1,92,313
565,Grass-roots,2020-04-25,2021-05-20,1,52,684
566,model,2020-03-10,2021-10-06,2,67,905
568,Monitored,2020-09-01,2021-04-15,2,58,95
570,parallelism,2021-01-14,2021-05-04,2,19,323
571,Visionary,2020-05-11,2021-11-12,2,39,294
572,well-modulated,2020-09-08,2021-03-26,1,92,45
573,full-range,2020-09-17,2021-12-12,2,61,909
574,Visionary,2020-10-18,2022-01-15,2,35,359
575,Switchable,2020-10-14,2021-10-22,1,70,607
576,hierarchy,2020-04-22,2021-10-07,1,28,457
577,uniform,2021-02-12,2021-11-25,2,43,79
578,Diverse,2020-11-04,2021-03-12,1,54,270
579,workforce,2020-06-28,2021-04-03,2,51,345
580,"6th generation",2021-02-13,2021-12-11,2,24,552
581,Function-based,2020-04-16,2021-09-07,2,26,971
582,"Graphical User Interface",2021-02-13,2021-02-24,1,5,657
583,client-driven,2020-03-20,2021-07-12,1,88,608
584,well-modulated,2020-10-30,2021-12-23,2,55,859
585,Profound,2020-07-25,2021-10-16,2,84,408
586,algorithm,2020-10-26,2021-04-30,1,85,702
587,"6th generation",2020-08-22,2021-03-23,1,53,667
588,Horizontal,2020-08-26,2021-09-16,1,16,512
589,heuristic,2020-11-14,2022-01-29,2,100,732
590,Implemented,2020-06-09,2021-12-12,2,33,569
591,approach,2021-01-20,2021-06-17,2,26,807
592,value-added,2020-06-01,2021-06-02,1,59,520
593,bifurcated,2020-02-24,2021-06-26,1,64,659
594,implementation,2020-06-16,2021-08-05,2,38,29
595,Reverse-engineered,2020-07-28,2022-01-26,1,100,480
596,Enterprise-wide,2020-11-28,2021-04-14,2,27,598
597,migration,2021-02-10,2021-04-17,1,57,503
599,application,2020-11-30,2021-10-19,2,26,822
600,multi-tasking,2020-12-26,2021-03-29,1,10,769
601,Front-line,2020-02-25,2021-07-18,2,46,196
602,heuristic,2020-07-04,2021-06-12,2,95,128
603,Right-sized,2020-10-08,2021-10-07,1,85,21
604,actuating,2020-08-06,2021-08-31,1,45,508
605,architecture,2020-08-18,2021-03-02,2,8,795
606,success,2020-05-26,2021-12-24,2,98,442
607,well-modulated,2020-08-17,2021-05-10,1,21,532
608,Triple-buffered,2020-08-06,2022-01-29,1,39,503
609,"Graphical User Interface",2020-10-20,2021-02-20,2,52,927
610,Customizable,2020-12-23,2021-08-19,2,52,242
611,optimal,2020-09-25,2021-11-15,1,81,479
612,"budgetary management",2020-09-16,2021-04-21,2,22,373
613,Synchronised,2020-03-16,2021-04-01,2,52,99
615,toolset,2020-12-22,2021-07-16,1,18,345
616,initiative,2020-08-20,2021-11-05,1,48,519
617,service-desk,2020-08-14,2021-10-19,2,4,520
618,multi-state,2020-10-10,2021-09-26,1,94,919
619,orchestration,2020-06-22,2022-01-03,2,46,992
620,emulation,2020-02-28,2021-11-11,2,91,230
621,help-desk,2020-10-08,2021-11-06,2,73,786
622,Polarised,2020-11-02,2021-11-11,2,86,278
623,projection,2020-08-23,2021-06-06,2,15,300
624,24/7,2020-04-24,2021-07-02,1,5,418
625,hardware,2020-05-17,2021-08-24,2,71,327
626,Operative,2020-04-12,2021-02-20,1,36,351
627,systematic,2020-10-28,2021-12-01,1,25,507
628,superstructure,2020-03-18,2021-04-09,1,89,464
629,leverage,2021-02-05,2021-11-23,1,41,681
630,workforce,2020-05-31,2021-11-27,2,5,181
631,User-centric,2020-10-29,2021-06-18,1,6,141
632,Synchronised,2020-12-09,2021-02-21,2,74,336
633,Realigned,2020-09-24,2021-08-21,2,79,405
634,solution-oriented,2020-09-25,2021-03-30,2,8,482
635,Versatile,2020-12-24,2021-07-25,1,87,109
636,clear-thinking,2020-05-14,2021-05-04,2,100,299
638,local,2020-02-24,2021-09-22,2,100,112
639,Seamless,2020-12-28,2021-10-08,2,13,5
640,User-friendly,2020-11-10,2021-12-01,2,66,493
641,"Graphical User Interface",2021-01-06,2021-09-26,2,64,310
642,Reactive,2020-12-10,2021-11-02,2,98,901
643,local,2020-11-24,2021-02-21,1,33,410
644,optimizing,2020-04-13,2021-05-12,1,52,444
645,Assimilated,2021-01-27,2021-06-22,1,97,688
646,intangible,2020-10-06,2022-02-01,2,6,204
647,time-frame,2020-10-27,2022-01-05,2,46,306
648,methodical,2020-03-02,2022-01-06,1,89,85
649,multimedia,2020-08-24,2021-10-26,1,57,883
650,"secured line",2020-05-15,2021-09-13,2,37,495
651,contextually-based,2020-03-31,2021-07-08,2,26,204
652,Customer-focused,2020-11-11,2021-06-15,2,6,497
653,forecast,2020-05-14,2021-03-28,1,94,812
655,discrete,2020-06-16,2021-08-27,2,33,964
656,contextually-based,2020-04-21,2021-04-26,1,83,92
657,function,2020-11-18,2021-12-14,2,94,846
658,collaboration,2020-11-16,2021-06-29,2,98,881
659,Operative,2020-05-16,2021-08-09,2,43,255
660,Operative,2020-08-01,2021-08-31,2,14,920
661,bottom-line,2020-10-25,2021-12-28,2,8,717
662,Robust,2020-03-29,2021-05-10,1,21,55
663,"Graphical User Interface",2020-06-23,2021-12-07,2,98,143
665,directional,2020-04-21,2021-09-09,2,26,549
666,Programmable,2020-05-18,2021-09-15,2,95,427
668,Decentralized,2020-12-27,2021-03-14,1,13,536
669,"6th generation",2020-02-19,2021-07-31,2,75,252
670,optimal,2020-10-11,2021-12-31,1,54,229
671,Right-sized,2020-10-04,2021-05-23,1,77,43
672,Phased,2020-08-27,2022-01-12,1,21,132
673,asynchronous,2020-06-21,2021-09-19,2,51,342
674,website,2020-11-14,2021-08-13,2,63,714
675,homogeneous,2020-09-01,2022-01-19,2,95,579
676,Realigned,2020-07-18,2021-09-11,1,32,308
677,interactive,2020-03-12,2021-07-10,2,52,328
678,"zero defect",2021-01-04,2021-11-27,2,52,184
679,didactic,2020-04-18,2021-07-31,1,98,355
680,"knowledge base",2021-02-09,2021-08-14,1,83,888
681,discrete,2020-11-06,2021-03-26,2,31,682
682,Progressive,2020-03-05,2021-12-08,1,74,779
683,exuding,2020-11-05,2021-03-10,2,11,659
684,functionalities,2020-06-09,2022-01-17,1,13,307
685,Fundamental,2020-08-29,2022-01-21,1,24,750
686,Multi-lateral,2020-11-21,2021-09-03,2,15,244
687,bandwidth-monitored,2020-12-25,2021-03-06,1,18,5
688,Reactive,2020-08-21,2021-07-11,1,35,460
689,clear-thinking,2020-07-13,2021-11-28,1,74,318
690,"secured line",2020-08-20,2021-12-17,2,20,103
691,help-desk,2020-04-25,2021-05-22,1,34,318
692,projection,2020-03-18,2021-06-26,2,69,702
693,"zero tolerance",2020-02-19,2022-01-26,1,37,692
694,Persevering,2020-12-26,2021-05-18,1,78,369
695,"next generation",2020-09-07,2022-02-04,1,84,577
696,encoding,2020-06-11,2021-10-31,2,59,543
697,"focus group",2020-09-15,2021-08-15,2,54,625
698,responsive,2021-01-31,2022-01-25,1,23,189
699,demand-driven,2020-05-22,2021-03-27,1,54,614
700,Enhanced,2020-12-22,2021-12-28,1,6,207
701,uniform,2021-01-26,2021-05-06,2,27,507
702,synergy,2020-06-16,2021-12-26,2,57,726
703,asynchronous,2020-08-04,2022-02-07,2,90,96
704,Sharable,2020-08-02,2021-10-02,1,46,346
705,Horizontal,2020-12-22,2021-03-18,2,100,246
706,"focus group",2021-01-21,2021-11-21,1,83,801
707,productivity,2020-05-14,2021-07-10,1,87,916
708,migration,2020-11-29,2021-11-05,1,72,812
709,client-driven,2020-03-10,2021-05-11,1,52,961
710,Team-oriented,2020-03-11,2021-11-05,1,53,873
711,"instruction set",2020-10-30,2022-01-29,1,54,93
712,De-engineered,2020-07-09,2021-10-08,2,79,394
713,Cross-platform,2020-12-03,2022-02-11,1,39,629
714,coherent,2020-10-29,2021-10-16,1,84,106
715,Decentralized,2020-05-13,2021-09-30,1,76,529
716,Visionary,2020-08-01,2022-01-22,1,96,344
718,Ameliorated,2020-06-17,2021-07-17,2,32,262
719,bifurcated,2021-01-26,2021-11-29,2,33,879
720,content-based,2021-01-02,2021-04-10,1,17,315
721,transitional,2020-02-24,2021-06-16,1,96,79
722,Horizontal,2021-01-14,2022-01-31,2,37,674
723,scalable,2020-06-18,2021-09-06,1,14,71
724,"local area network",2020-11-10,2021-08-10,2,72,203
725,task-force,2021-01-29,2022-02-06,1,18,911
726,moderator,2020-09-01,2021-03-10,1,91,575
727,Re-engineered,2020-09-02,2021-02-24,2,36,92
728,Object-based,2020-08-06,2021-10-12,1,81,421
730,eco-centric,2020-05-11,2021-10-26,1,49,272
731,impactful,2021-01-28,2021-12-28,1,74,469
732,Universal,2020-08-23,2021-07-27,1,22,910
733,Seamless,2020-12-31,2021-04-24,1,79,373
734,Configurable,2021-01-12,2021-03-16,1,75,488
736,Function-based,2020-08-24,2022-01-07,1,44,896
737,Organic,2020-02-23,2021-07-06,2,15,545
738,executive,2020-08-27,2022-01-28,1,67,718
739,model,2020-04-09,2021-07-08,2,89,422
740,User-friendly,2020-07-01,2021-10-27,1,45,169
741,website,2020-08-12,2022-02-16,1,83,921
742,migration,2020-12-07,2021-03-14,1,24,334
743,Cloned,2020-12-29,2021-12-10,2,94,410
744,even-keeled,2020-08-22,2021-08-30,2,54,291
745,"3rd generation",2020-12-14,2021-10-28,2,78,575
746,human-resource,2020-09-21,2021-05-17,1,12,449
747,Operative,2020-09-29,2021-11-07,2,55,37
748,emulation,2021-01-10,2021-11-27,1,73,916
749,moratorium,2020-11-27,2021-04-17,2,77,190
750,explicit,2020-10-10,2021-07-22,2,10,89
751,data-warehouse,2020-10-09,2021-03-05,2,27,534
752,Versatile,2020-08-10,2021-09-18,1,18,49
753,help-desk,2020-08-02,2022-02-15,1,15,3
754,radical,2020-04-20,2021-12-17,2,98,927
755,neural-net,2020-05-03,2021-12-01,1,20,237
756,Configurable,2020-09-05,2021-12-07,2,94,209
757,hub,2020-05-21,2021-07-27,2,43,278
758,"focus group",2020-06-15,2021-10-09,1,86,666
759,"pricing structure",2020-03-12,2021-04-04,2,58,278
760,model,2020-10-17,2021-08-06,1,24,596
761,help-desk,2020-10-21,2021-06-01,2,39,875
762,Versatile,2021-01-21,2021-02-20,1,74,614
763,"zero tolerance",2020-08-21,2021-09-02,1,37,788
764,Advanced,2020-05-09,2022-02-07,2,45,91
765,user-facing,2020-03-26,2021-10-13,2,59,149
766,coherent,2020-07-23,2021-07-22,1,80,946
767,Enhanced,2020-10-05,2022-01-14,2,37,828
768,Exclusive,2020-12-10,2021-10-24,2,84,297
769,web-enabled,2020-03-17,2022-01-17,1,33,843
770,client-driven,2020-06-21,2021-05-04,2,8,434
771,extranet,2020-05-13,2021-03-05,1,94,446
773,Multi-tiered,2020-07-05,2021-06-03,2,20,883
774,"pricing structure",2020-06-28,2021-12-15,1,97,773
775,implementation,2020-08-26,2021-09-16,2,28,481
776,client-driven,2020-10-01,2021-06-30,1,12,280
777,holistic,2020-12-13,2021-11-16,1,35,230
778,infrastructure,2020-05-03,2021-11-11,1,34,366
779,human-resource,2020-10-08,2021-10-30,1,55,853
780,motivating,2020-10-05,2021-05-19,1,55,608
781,interface,2020-07-08,2021-05-20,1,24,795
782,Right-sized,2020-03-21,2021-03-24,1,14,903
783,leverage,2020-07-09,2021-03-04,2,8,654
784,Innovative,2020-11-22,2021-02-19,1,33,472
785,Reduced,2020-05-30,2021-09-10,1,41,400
786,neutral,2020-05-22,2021-07-07,1,5,295
787,Self-enabling,2020-09-14,2021-07-28,2,91,904
788,standardization,2020-09-22,2022-02-15,1,26,333
789,circuit,2020-09-20,2021-11-03,1,30,237
790,interface,2020-09-08,2022-01-24,2,42,325
791,Digitized,2020-12-06,2021-12-26,1,63,643
792,"5th generation",2021-01-07,2021-07-28,1,71,241
793,systematic,2020-08-05,2021-04-04,2,95,416
794,initiative,2021-01-22,2021-11-03,2,75,23
795,contextually-based,2020-08-24,2021-04-06,1,47,590
796,Enhanced,2020-11-22,2021-09-28,2,44,689
797,Up-sized,2020-02-25,2021-12-03,1,77,638
798,stable,2021-01-20,2021-08-29,1,85,795
799,bifurcated,2020-09-27,2021-07-16,2,16,705
800,circuit,2020-08-22,2021-02-23,2,30,573
801,tertiary,2020-11-12,2021-10-16,2,64,358
802,local,2020-10-25,2021-05-30,1,35,695
803,info-mediaries,2020-07-20,2022-02-09,1,20,688
804,maximized,2020-10-17,2021-04-19,1,70,168
805,protocol,2020-04-29,2021-04-01,2,15,217
806,throughput,2020-08-15,2021-10-06,1,31,351
807,"24 hour",2020-05-21,2022-01-25,2,14,513
809,solution,2020-06-04,2022-01-05,1,14,308
810,asynchronous,2021-02-11,2021-05-30,1,44,266
811,"instruction set",2020-04-01,2021-05-14,2,24,732
812,Up-sized,2020-04-08,2021-10-13,1,40,7
813,demand-driven,2020-11-04,2021-07-02,1,44,58
814,installation,2020-05-16,2021-07-14,1,25,339
815,middleware,2020-06-01,2021-05-15,1,68,813
816,Synchronised,2020-08-23,2021-05-23,2,67,535
817,standardization,2020-03-04,2021-02-22,1,81,305
818,asynchronous,2020-09-12,2021-11-25,1,47,23
819,moratorium,2020-04-06,2021-06-01,2,74,858
820,access,2021-02-16,2021-10-03,1,100,546
821,Decentralized,2020-11-29,2022-01-31,2,59,542
822,protocol,2020-02-25,2021-11-24,2,11,512
823,support,2020-05-15,2021-06-04,2,91,924
824,bottom-line,2020-04-16,2021-09-13,2,63,865
825,Virtual,2020-06-01,2022-02-13,1,59,886
826,national,2020-08-12,2021-09-04,2,64,37
827,archive,2020-12-27,2021-04-03,2,91,726
828,policy,2020-10-15,2022-01-26,2,67,916
829,projection,2020-06-03,2021-03-25,2,59,915
830,Decentralized,2020-11-16,2021-07-07,2,96,745
831,Vision-oriented,2021-01-19,2021-08-02,1,93,907
832,high-level,2020-12-18,2021-03-19,2,37,919
833,algorithm,2020-07-26,2022-01-31,1,60,344
834,homogeneous,2020-07-09,2021-07-18,2,86,332
835,24/7,2020-03-14,2021-11-23,1,13,469
836,optimizing,2021-01-04,2021-11-29,1,78,685
837,Persevering,2020-06-29,2021-11-29,2,68,577
838,neural-net,2020-10-27,2021-06-11,1,30,664
839,moratorium,2021-01-21,2021-03-02,1,54,639
840,"focus group",2021-01-27,2022-01-16,1,6,389
841,portal,2020-12-11,2021-06-17,2,14,543
842,"3rd generation",2020-07-25,2021-03-14,2,10,534
843,"artificial intelligence",2020-12-20,2021-12-01,1,84,886
844,Decentralized,2020-10-23,2022-01-22,2,66,542
845,actuating,2021-01-23,2021-07-13,2,74,792
846,mission-critical,2020-06-20,2021-06-02,2,79,727
847,Sharable,2020-12-23,2022-01-13,2,87,603
848,scalable,2020-09-19,2021-05-21,2,34,973
849,"Graphical User Interface",2021-01-24,2021-03-01,1,83,356
850,logistical,2021-01-08,2021-03-18,2,74,121
851,Proactive,2020-11-09,2021-10-16,2,74,830
852,Open-source,2020-08-23,2021-05-11,2,23,810
853,Fundamental,2020-10-09,2021-06-09,1,74,907
854,encompassing,2020-07-22,2021-11-02,2,72,247
855,encompassing,2020-08-14,2021-08-30,1,91,870
856,maximized,2020-11-12,2021-07-22,1,59,29
857,executive,2020-02-24,2021-03-11,2,30,518
858,benchmark,2020-06-24,2022-01-15,2,95,648
859,reciprocal,2020-10-12,2021-02-25,1,94,414
860,support,2021-01-19,2021-10-17,1,36,898
861,motivating,2020-10-31,2021-10-15,1,14,405
862,Automated,2021-01-20,2021-05-20,2,68,973
865,secondary,2020-10-20,2021-09-11,2,99,659
866,Inverse,2020-03-17,2021-07-19,1,12,927
867,bifurcated,2020-05-11,2021-10-09,1,33,563
868,explicit,2020-02-22,2022-01-02,1,97,725
869,Object-based,2020-03-03,2021-12-25,1,93,426
870,directional,2020-06-18,2021-11-03,1,26,166
871,Fully-configurable,2021-01-25,2021-05-29,2,8,870
872,"Graphic Interface",2020-11-12,2021-08-12,1,84,291
873,grid-enabled,2020-05-20,2021-06-07,1,24,732
874,"secured line",2020-05-14,2021-11-15,1,60,859
875,Enterprise-wide,2020-07-12,2021-09-20,1,77,279
876,directional,2020-05-16,2022-01-30,2,97,496
877,throughput,2020-05-20,2021-10-20,2,18,75
878,projection,2020-08-08,2021-08-15,1,11,48
879,bottom-line,2020-10-12,2021-10-06,1,90,806
880,extranet,2020-07-09,2021-10-02,1,72,512
881,"Face to face",2020-12-12,2021-06-02,2,15,939
882,Profound,2020-11-03,2021-10-31,2,5,265
883,clear-thinking,2020-11-15,2021-05-15,2,67,399
884,Public-key,2020-06-16,2021-08-19,1,82,203
885,De-engineered,2020-04-04,2022-01-11,1,67,595
886,grid-enabled,2020-05-14,2021-04-22,2,66,866
887,Inverse,2020-07-09,2022-01-13,1,99,16
888,Cross-platform,2020-05-15,2021-05-25,2,81,574
889,Virtual,2020-07-22,2021-08-24,2,71,113
890,Triple-buffered,2020-02-23,2021-08-05,2,60,981
892,Reactive,2020-12-23,2021-12-25,1,83,768
893,Persevering,2020-10-15,2021-05-10,2,87,468
894,Decentralized,2021-02-03,2021-12-22,1,38,878
895,structure,2021-01-07,2021-05-22,2,23,83
896,Streamlined,2020-05-17,2021-04-30,1,62,338
897,discrete,2020-06-30,2021-06-25,2,56,548
898,time-frame,2020-10-23,2021-07-18,1,87,257
899,local,2020-04-14,2021-06-06,1,32,456
900,"zero administration",2020-11-15,2021-05-10,1,59,153
901,value-added,2020-05-10,2021-11-21,1,9,635
902,concept,2020-11-03,2022-01-29,2,66,653
903,Seamless,2020-11-25,2021-06-30,2,94,682
904,Profound,2021-01-20,2021-02-21,2,5,275
905,Pre-emptive,2020-04-17,2022-01-06,1,84,97
906,Implemented,2020-06-24,2021-07-10,2,46,924
907,asymmetric,2020-06-05,2021-09-20,1,61,240
908,strategy,2020-07-04,2021-03-05,2,80,48
909,bi-directional,2020-04-07,2021-05-14,1,25,41
910,support,2020-02-23,2021-04-20,1,84,913
911,paradigm,2021-01-07,2021-12-30,2,57,463
912,disintermediate,2020-05-16,2021-06-28,2,70,69
913,Realigned,2020-11-10,2021-09-15,1,70,476
914,workforce,2020-12-28,2021-12-23,1,91,482
915,"customer loyalty",2020-04-22,2021-04-18,1,12,632
916,"next generation",2020-07-21,2021-12-13,1,99,101
917,frame,2020-08-13,2022-02-03,1,17,239
918,impactful,2020-05-15,2021-05-14,2,79,255
919,projection,2020-09-30,2021-03-11,1,100,911
920,mission-critical,2020-08-02,2022-01-01,1,12,478
921,workforce,2020-10-25,2021-06-13,2,62,35
922,Future-proofed,2020-12-17,2021-09-16,2,17,226
923,"local area network",2020-10-31,2021-08-04,2,100,274
924,Fundamental,2020-09-21,2021-08-15,2,96,526
925,Reactive,2020-04-29,2021-08-31,2,94,761
927,encompassing,2020-11-10,2021-04-11,1,23,900
928,"pricing structure",2020-06-10,2021-03-11,2,96,98
929,"Face to face",2020-11-01,2021-09-08,2,12,273
930,Stand-alone,2020-06-09,2021-07-31,1,15,105
932,moderator,2020-08-01,2021-04-17,2,42,799
933,static,2020-07-26,2021-03-15,2,34,51
934,Up-sized,2020-09-19,2021-03-18,1,86,268
935,demand-driven,2021-02-06,2022-01-20,1,58,66
936,array,2020-10-12,2021-08-13,2,78,71
937,Quality-focused,2020-05-27,2021-10-30,1,15,677
938,protocol,2020-09-30,2021-07-23,2,19,145
939,"leading edge",2020-02-28,2021-04-16,1,20,674
940,Programmable,2020-04-14,2021-05-26,1,29,468
941,system-worthy,2020-09-29,2021-03-31,2,62,996
942,motivating,2020-02-27,2021-08-23,2,38,517
943,"zero defect",2021-01-22,2021-08-11,2,55,958
944,Fundamental,2020-04-20,2021-11-27,1,41,751
945,"3rd generation",2021-01-21,2021-12-06,1,16,86
946,task-force,2020-08-14,2021-09-03,2,54,463
947,coherent,2020-08-03,2021-05-07,2,83,751
948,Compatible,2020-10-27,2021-03-12,1,95,729
949,middleware,2020-12-14,2021-12-06,1,86,262
950,holistic,2020-04-16,2021-09-07,2,72,486
951,attitude,2020-07-16,2021-10-05,1,19,239
952,Progressive,2021-01-22,2021-08-18,2,76,446
953,strategy,2020-11-15,2021-03-18,2,10,417
954,"24 hour",2020-05-13,2021-12-16,2,73,807
955,neural-net,2020-05-14,2021-04-20,1,25,244
956,"open architecture",2020-07-17,2021-05-10,2,77,754
957,data-warehouse,2020-04-23,2021-04-03,1,71,307
958,reciprocal,2020-03-27,2021-10-01,1,21,527
959,contextually-based,2020-12-29,2022-01-17,1,28,337
960,utilisation,2020-04-03,2021-10-06,1,95,292
961,capability,2020-06-09,2021-12-25,1,54,392
963,bandwidth-monitored,2020-06-18,2021-07-24,2,9,480
964,attitude,2020-06-11,2021-06-30,2,46,401
965,"budgetary management",2021-01-23,2021-08-04,1,75,372
966,Mandatory,2020-09-12,2021-10-27,1,65,442
967,empowering,2020-07-13,2021-07-14,2,85,186
968,real-time,2020-07-11,2021-11-28,1,95,617
969,modular,2020-09-05,2021-11-29,1,92,912
970,"artificial intelligence",2020-03-02,2021-06-03,1,92,88
971,maximized,2020-03-19,2021-07-17,1,55,901
972,heuristic,2020-06-21,2022-01-18,2,15,367
973,national,2020-06-12,2021-05-09,2,77,166
974,value-added,2020-06-16,2021-05-01,2,94,971
975,impactful,2020-04-25,2021-04-27,2,21,435
976,uniform,2020-10-21,2021-12-17,1,31,338
977,Innovative,2021-02-15,2021-04-12,1,18,809
978,composite,2020-04-19,2021-12-20,1,63,545
979,Ameliorated,2020-05-14,2021-11-04,2,75,783
980,methodical,2020-06-22,2021-04-16,1,75,345
981,interface,2020-12-05,2022-01-02,2,60,738
982,benchmark,2020-05-16,2022-01-15,1,40,140
983,Enterprise-wide,2020-04-10,2021-10-02,1,63,254
984,Polarised,2020-05-28,2021-11-10,1,26,169
985,Cross-group,2020-06-14,2021-04-22,2,45,140
986,forecast,2020-04-30,2021-05-25,2,73,89
987,intangible,2020-05-16,2021-11-01,1,51,641
988,Optimized,2020-03-24,2021-07-22,1,34,288
989,didactic,2020-06-20,2022-02-09,1,72,472
990,hybrid,2020-03-06,2021-11-29,1,61,675
991,website,2020-07-07,2021-12-01,2,77,32
992,methodology,2020-04-12,2021-02-20,2,45,409
993,collaboration,2020-05-18,2021-07-21,1,79,605
994,service-desk,2020-05-31,2021-05-01,1,34,620
995,Automated,2020-03-01,2021-05-18,2,33,524
996,Balanced,2020-07-06,2021-08-17,1,31,691
997,neutral,2020-05-30,2021-03-20,1,17,748
998,attitude,2021-01-11,2021-05-07,2,45,560
999,User-friendly,2020-10-08,2021-12-23,2,77,666
1000,core,2020-12-22,2021-07-20,2,43,80
